name,link,region,district,region_historical,elevation,coordinate_x,coordinate_y,area,population,first_mentioned
Brunovce,/wiki/Brunovce,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,172,48.6725,17.855556,5.82,572,1374
Brusnica,/wiki/Brusnica_(okres_Stropkov),Prešovský kraj,Stropkov,undefined,191,49.153611,21.700556,14.28,392,1408
Brusník,/wiki/Brusn%C3%ADk_(okres_Ve%C4%BEk%C3%BD_Krt%C3%AD%C5%A1),Banskobystrický kraj,Veľký Krtíš,Novohrad,235,48.298889,19.402222,7.76,119,1327
Brusno,/wiki/Brusno_(obec),Banskobystrický kraj,Banská Bystrica,Horehronie,410,48.791944,19.381667,43.51,2167,1424
Brutovce,/wiki/Brutovce,Prešovský kraj,Levoča,Stredný Spiš,864,49.087222,20.776111,13.68,157,1268
Bruty,/wiki/Bruty,Nitriansky kraj,Nové Zámky,undefined,155,47.923333,18.581389,20.53,592,1223
Brvnište,/wiki/Brvni%C5%A1te,Trenčiansky kraj,Považská Bystrica,Horné Považie,360,49.214444,18.427222,6.94,1218,1598
Brzotín,/wiki/Brzot%C3%ADn_(okres_Ro%C5%BE%C5%88ava),Košický kraj,Rožňava,Gemer,262,48.630278,20.497778,20.57,1368,1242
Buclovany,/wiki/Buclovany,Prešovský kraj,Bardejov,undefined,238,49.154444,21.366111,4.1,199,1345
Bučany,/wiki/Bu%C4%8Dany,Trnavský kraj,Trnava,Dolné Považie,153,48.418611,17.699167,16.58,2362,1258
Budča,/wiki/Bud%C4%8Da,Banskobystrický kraj,Zvolen,Podpoľanie,285,48.573889,19.070278,15.91,1341,1225
Budikovany,/wiki/Budikovany,Banskobystrický kraj,Rimavská Sobota,Gemer,221,48.484722,20.091111,3.33,59,1301
Budimír,/wiki/Budim%C3%ADr,Košický kraj,Košice-okolie,Šariš,209,48.797222,21.305,6.99,1249,1289
Budiná,/wiki/Budin%C3%A1,Banskobystrický kraj,Lučenec,Novohrad,629,48.456389,19.478333,17.3,224,1393
Budince,/wiki/Budince,Košický kraj,Michalovce,Zemplín,104,48.544167,22.122222,1.96,228,1332
Budiš,/wiki/Budi%C5%A1,Žilinský kraj,Turčianske Teplice,Turiec,478,48.874167,18.753333,10.28,196,1573
Budkovce,/wiki/Budkovce_(okres_Michalovce),Košický kraj,Michalovce,Zemplín,102,48.6325,21.929167,19.84,1526,1220
Budmerice,/wiki/Budmerice,Bratislavský kraj,Pezinok,undefined,176,48.356389,17.407778,30.08,2406,1296
Buglovce,/wiki/Buglovce,Prešovský kraj,Levoča,undefined,455,48.985,20.696667,3.03,284,1280
Buková,/wiki/Bukov%C3%A1_(okres_Trnava),Trnavský kraj,Trnava,ZMO - Jaslovské Bohunice,310,48.542778,17.397222,24.29,655,1256
Bukovce,/wiki/Bukovce_(okres_Stropkov),Prešovský kraj,Stropkov,Zemplín,235,49.265833,21.715,11.06,529,1379
Bukovec,/wiki/Bukovec_(okres_Ko%C5%A1ice-okolie),Košický kraj,Košice-okolie,Abov,351,48.709444,21.15,10.85,834,1347
Bukovec,/wiki/Bukovec_(okres_Myjava),Trenčiansky kraj,Myjava,Kopanice,360,48.698889,17.4975,15.47,454,1592
Bukovina,/wiki/Bukovina_(okres_Liptovsk%C3%BD_Mikul%C3%A1%C5%A1),Žilinský kraj,Liptovský Mikuláš,Liptov,591,49.134444,19.471111,1.91,97,1297
Bulhary,/wiki/Bulhary_(okres_Lu%C4%8Denec),Banskobystrický kraj,Lučenec,Novohrad,220,48.293333,19.848056,9.54,311,1435
Bunetice,/wiki/Bunetice,Košický kraj,Košice-okolie,Šariš,412,48.860278,21.394167,8.35,92,1413
Bunkovce,/wiki/Bunkovce,Košický kraj,Sobrance,Zemplín,106,48.723056,22.118889,7.79,367,1358
Bušince,/wiki/Bu%C5%A1ince,Banskobystrický kraj,Veľký Krtíš,Novohrad,162,48.173056,19.500556,12.5,1416,1244
Bušovce,/wiki/Bu%C5%A1ovce,Prešovský kraj,Kežmarok,Spiš,592,49.218889,20.483889,9.03,301,1286
Buzica,/wiki/Buzica,Košický kraj,Košice-okolie,Abov,214,48.532778,21.076944,19.86,1217,1262
Buzitka,/wiki/Buzitka,Banskobystrický kraj,Lučenec,Novohrad,205,48.307778,19.801111,13.81,503,1350
Búč,/wiki/B%C3%BA%C4%8D,Nitriansky kraj,Komárno,Podunajsko,117,47.806667,18.443056,31.5,1104,1208
Bystrá,/wiki/Bystr%C3%A1_(okres_Brezno),Banskobystrický kraj,Brezno,Horehronie,566,48.841944,19.601944,15.87,181,1563
Bystrá,/wiki/Bystr%C3%A1_(okres_Stropkov),Prešovský kraj,Stropkov,Prešovský kraj,379,49.243056,21.820556,3.01,23,1405
Bystrany,/wiki/Bystrany,Košický kraj,Spišská Nová Ves,Spiš,408,48.950278,20.756667,7.82,3666,1268
Bystré,/wiki/Bystr%C3%A9_(okres_Vranov_nad_Top%C4%BEou),Prešovský kraj,Vranov nad Topľou,Šariš,180,49.009167,21.542222,13.2,2698,1312
Bystričany,/wiki/Bystri%C4%8Dany,Trenčiansky kraj,Prievidza,Horná Nitra,239,48.658056,18.515833,37.61,1805,1388
Bystrička,/wiki/Bystri%C4%8Dka_(okres_Martin),Žilinský kraj,Martin,Turiec,449,49.049444,18.878333,19.12,1479,1258
Byšta,/wiki/By%C5%A1ta_(obec),Košický kraj,Trebišov,Zemplín,279,48.531111,21.541111,11.52,156,1270
Bytča,/wiki/Byt%C4%8Da,Žilinský kraj,Bytča,Horné Považie,337,49.2225,18.558333,43.17,11363,1234
Bzenica,/wiki/Bzenica,Banskobystrický kraj,Žiar nad Hronom,Tekov,245,48.527778,18.744722,19.04,604,1075
Bzenov,/wiki/Bzenov,Prešovský kraj,Prešov,undefined,304,48.947778,21.165833,3.21,772,1423
Bzince pod Javorinou,/wiki/Bzince_pod_Javorinou,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,292,48.788056,17.771389,33.53,2110,1332
Bziny,/wiki/Bziny,Žilinský kraj,Dolný Kubín,Orava,492,49.227222,19.322778,5.84,582,1345
Bzovík,/wiki/Bzov%C3%ADk_(okres_Krupina),Banskobystrický kraj,Krupina,Hont,339,48.320278,19.09,12.99,1165,1135
Bzovská Lehôtka,/wiki/Bzovsk%C3%A1_Leh%C3%B4tka,Banskobystrický kraj,Zvolen,Podpoľanie,422,48.413333,19.134444,6.09,130,1524
Bžany,/wiki/B%C5%BEany_(okres_Stropkov),Prešovský kraj,Stropkov,undefined,172,49.091944,21.637778,17.06,199,1372
Cabaj-Čápor,/wiki/Cabaj-%C4%8C%C3%A1por,Nitriansky kraj,Nitra,Ponitrie,NaN,48.2434,18.0172,34.42,4300,1113
Cabov,/wiki/Cabov,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,248,48.805556,21.633889,15.69,386,1410
Cakov,/wiki/Cakov,Banskobystrický kraj,Rimavská Sobota,Gemer,170,48.34,20.2256,4.29,335,1394
Cejkov,/wiki/Cejkov_(okres_Trebi%C5%A1ov),Košický kraj,Trebišov,Zemplín,150,48.468,21.7623,20.84,1176,1381
Cernina,/wiki/Cernina,Prešovský kraj,Svidník,Šariš,326,49.2971,21.474,13.1,581,1414
Cerová,/wiki/Cerov%C3%A1_(okres_Senica),Trnavský kraj,Senica,Záhorie,450,48.586667,17.380556,21.88,1133,1696
Cerovo,/wiki/Cerovo_(okres_Krupina),Banskobystrický kraj,Krupina,Hont,468,48.2547,19.1572,30.28,591,1275
Cestice,/wiki/Cestice,Košický kraj,Košice-okolie,Abov,211,48.592778,21.101667,13.03,844,1317
Cigeľ,/wiki/Cige%C4%BE,Trenčiansky kraj,Prievidza,undefined,465,48.711944,18.645278,17.35,1258,1362
Cigeľka,/wiki/Cige%C4%BEka_(obec),Prešovský kraj,Bardejov,Šariš,526,49.407778,21.147778,15.98,603,1414
Cigla,/wiki/Cigla,Prešovský kraj,Svidník,Šariš,377,49.3589,21.3967,4.87,68,1427
Cimenná,/wiki/Cimenn%C3%A1,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,271,48.727778,18.141667,3.6,100,1484
Cinobaňa,/wiki/Cinoba%C5%88a,Banskobystrický kraj,Poltár,Novohrad,288,48.4471,19.6485,39.23,2217,1279
Cífer,/wiki/C%C3%ADfer,Trnavský kraj,Trnava,undefined,139,48.316667,17.5,29.88,4370,1291
Čab,/wiki/%C4%8Cab,Nitriansky kraj,Nitra,Mikroregión Radošinka,NaN,48.4051,17.9816,8.15,798,1326
Čabalovce,/wiki/%C4%8Cabalovce,Prešovský kraj,Medzilaborce,undefined,383,49.229722,21.964722,21.4,342,1494
Čabiny,/wiki/%C4%8Cabiny,Prešovský kraj,Medzilaborce,undefined,250,49.1823,21.9008,38.84,326,1478
Čabradský Vrbovok,/wiki/%C4%8Cabradsk%C3%BD_Vrbovok,Banskobystrický kraj,Krupina,Hont,305,48.256944,19.077222,23.32,232,1135
Čadca,/wiki/%C4%8Cadca,Žilinský kraj,Čadca,Kysuce,420,49.435833,18.792222,56.79,23941,1534
Čachtice,/wiki/%C4%8Cachtice,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,203,48.7122,17.7871,32.57,3905,1248
Čajkov,/wiki/%C4%8Cajkov,Nitriansky kraj,Levice,Tekov,190,48.2906,18.599,23.94,948,1276
Čaka,/wiki/%C4%8Caka_(okres_Levice),Nitriansky kraj,Levice,Tekov,179,48.039722,18.468889,9.07,733,1287
Čakajovce,/wiki/%C4%8Cakajovce,Nitriansky kraj,Nitra,undefined,148,48.3697,18.0379,5.78,1161,1251
Čakanovce,/wiki/%C4%8Cakanovce_(okres_Lu%C4%8Denec),Banskobystrický kraj,Lučenec,Novohrad,243,48.213333,19.812778,12.43,1167,1439
Čakanovce,/wiki/%C4%8Cakanovce_(okres_Ko%C5%A1ice-okolie),Košický kraj,Košice-okolie,Abov,279,48.768,21.4472,9.62,703,1276
Čakany,/wiki/%C4%8Cakany,Trnavský kraj,Dunajská Streda,undefined,125,48.116667,17.361111,11.19,646,1254
Čaklov,/wiki/%C4%8Caklov,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,134,48.9093,21.6268,12.76,2704,1282
Čalovec,/wiki/%C4%8Calovec,Nitriansky kraj,Komárno,Podunajsko,108,47.8186,17.9836,23.21,1161,1268
Čamovce,/wiki/%C4%8Camovce,Banskobystrický kraj,Lučenec,Gemer,207,48.2495,19.8867,12.61,603,1240
Čaňa,/wiki/%C4%8Ca%C5%88a,Košický kraj,Košice-okolie,Abov,177,48.6125,21.324444,11.56,6056,1164
Čaradice,/wiki/%C4%8Caradice,Nitriansky kraj,Zlaté Moravce,Tekov,245,48.3589722,18.5090722,17.85,490,1209
Častá,/wiki/%C4%8Cast%C3%A1,Bratislavský kraj,Pezinok,Bratislava a okolieMalokarpatský región,292,48.399444,17.3575,35.23,2305,1240
Častkov,/wiki/%C4%8Castkov,Trnavský kraj,Senica,Záhorie,280,48.75,17.35,13.18,571,1394
Častkovce,/wiki/%C4%8Castkovce,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,177,48.6892,17.7806,7.57,1597,1392
Čata,/wiki/%C4%8Cata_(okres_Levice),Nitriansky kraj,Levice,Tekov,132,47.9512,18.6485,14.77,972,1386
Čataj,/wiki/%C4%8Cataj,Bratislavský kraj,Senec,"Podunajský, Malokarpatský",140,48.266667,17.483333,12.87,1182,1244
Čavoj,/wiki/%C4%8Cavoj,Trenčiansky kraj,Prievidza,undefined,580,48.8827,18.4866,15.25,491,1364
Čáry,/wiki/%C4%8C%C3%A1ry,Trnavský kraj,Senica,Záhorie,167,48.65,17.1,14.94,1301,1392
Čebovce,/wiki/%C4%8Cebovce,Banskobystrický kraj,Veľký Krtíš,Hont,215,48.179722,19.228889,16.21,1083,1330
Čečehov,/wiki/%C4%8Ce%C4%8Dehov,Košický kraj,Michalovce,Zemplín,106,48.721578,21.993017,7.62,385,1410
Čečejovce,/wiki/%C4%8Ce%C4%8Dejovce,Košický kraj,Košice-okolie,Abov,205,48.6,21.066667,24.53,2157,1317
Čechy,/wiki/%C4%8Cechy_(okres_Nov%C3%A9_Z%C3%A1mky),Nitriansky kraj,Nové Zámky,Podunajsko,162,48.0345,18.3723,11.85,308,1419
Čechynce,/wiki/%C4%8Cechynce,Nitriansky kraj,Nitra,undefined,133,48.2563,18.1602,5.86,1259,1248
Čekovce,/wiki/%C4%8Cekovce,Banskobystrický kraj,Krupina,Hont,396,48.3507,19.1217,15.02,451,1391
Čeláre,/wiki/%C4%8Cel%C3%A1re,Banskobystrický kraj,Veľký Krtíš,Novohrad,NaN,48.142867,19.490283,12.52,443,1262
Čelkova Lehota,/wiki/%C4%8Celkova_Lehota,Trenčiansky kraj,Považská Bystrica,Horné Považie,455,49.016944,18.524167,3.71,146,1471
Čelovce,/wiki/%C4%8Celovce_(okres_Ve%C4%BEk%C3%BD_Krt%C3%AD%C5%A1),Banskobystrický kraj,Veľký Krtíš,Hont,346,48.1835,19.1436,36.82,427,1295
Čelovce,/wiki/%C4%8Celovce_(okres_Pre%C5%A1ov),Prešovský kraj,Prešov,Šariš,373,49.0789,21.4032,3.99,357,1335
Čeľadice,/wiki/%C4%8Ce%C4%BEadice,Nitriansky kraj,Nitra,undefined,180,48.3252,18.2417,10.47,1034,1113
Čeľadince,/wiki/%C4%8Ce%C4%BEadince,Nitriansky kraj,Topoľčany,undefined,170,48.5126,18.1708,3.25,448,1113
Čeľovce,/wiki/%C4%8Ce%C4%BEovce,Košický kraj,Trebišov,Zemplín,142,48.6029,21.6274,13.27,554,1220
Čenkovce,/wiki/%C4%8Cenkovce,Trnavský kraj,Dunajská Streda,undefined,123,48.1,17.433333,11.57,1098,1240
Čerenčany,/wiki/%C4%8Ceren%C4%8Dany,Banskobystrický kraj,Rimavská Sobota,Malohont,215,48.408,19.9869,5.06,571,1334
Čereňany,/wiki/%C4%8Cere%C5%88any,Trenčiansky kraj,Prievidza,Horná Nitra,220,48.6417,18.4849,18.99,1730,1329
Čerhov,/wiki/%C4%8Cerhov,Košický kraj,Trebišov,Zemplín,129,48.4616,21.6406,8.53,725,1067
Čerín,/wiki/%C4%8Cer%C3%ADn,Banskobystrický kraj,Banská Bystrica,Podpoľanie,405,48.660833,19.246944,11.53,438,1300
Čermany,/wiki/%C4%8Cermany,Nitriansky kraj,Topoľčany,undefined,179,48.4684,18.0358,10.84,362,1257
Černík,/wiki/%C4%8Cern%C3%ADk,Nitriansky kraj,Nové Zámky,Dolná Nitra,129,48.155208,18.223058,13.39,1045,1156
Černina,/wiki/%C4%8Cernina,Prešovský kraj,Humenné,Horný Zemplín,253,49.0523,21.823,7.4,170,1492
Černochov,/wiki/%C4%8Cernochov,Košický kraj,Trebišov,Zemplín,167,48.4394,21.7334,6.16,193,1298
Čertižné,/wiki/%C4%8Certi%C5%BEn%C3%A9,Prešovský kraj,Medzilaborce,undefined,438,49.3511,21.8272,23.73,334,1431
Červená Voda,/wiki/%C4%8Cerven%C3%A1_Voda_(okres_Sabinov),Prešovský kraj,Sabinov,Šariš,520,49.1450833,21.0894722,5.45,506,1956
Červenica,/wiki/%C4%8Cervenica_(okres_Pre%C5%A1ov),Prešovský kraj,Prešov,undefined,578,48.887,21.4506,17.8,1006,1427
Červenica pri Sabinove,/wiki/%C4%8Cervenica_pri_Sabinove,Prešovský kraj,Sabinov,Šariš,356,49.1352,21.0257,6.3,927,1278
Červeník,/wiki/%C4%8Cerven%C3%ADk,Trnavský kraj,Hlohovec,Dolné Považie,147,48.461389,17.756389,9.94,1709,1113
Červený Hrádok,/wiki/%C4%8Cerven%C3%BD_Hr%C3%A1dok,Nitriansky kraj,Zlaté Moravce,Tekov,170,48.3,18.383333,5.5,400,1386
Červený Kameň,/wiki/%C4%8Cerven%C3%BD_Kame%C5%88_(okres_Ilava),Trenčiansky kraj,Ilava,Biele Karpaty,361,49.086262,18.185914,32.59,686,1354
Červený Kláštor,/wiki/%C4%8Cerven%C3%BD_Kl%C3%A1%C5%A1tor,Prešovský kraj,Kežmarok,undefined,462,49.3918,20.4053,3.04,223,1828
Červeňany,/wiki/%C4%8Cerve%C5%88any,Banskobystrický kraj,Veľký Krtíš,Novohrad,339,48.3783,19.389,6.75,44,1345
České Brezovo,/wiki/%C4%8Cesk%C3%A9_Brezovo,Banskobystrický kraj,Poltár,Novohrad,451,48.4824,19.8051,38.57,464,1435
Čičarovce,/wiki/%C4%8Ci%C4%8Darovce,Košický kraj,Michalovce,Zemplín,106,48.5398,22.018,26.63,883,1263
Čičava,/wiki/%C4%8Ci%C4%8Dava_(obec),Prešovský kraj,Vranov nad Topľou,Horný Zemplín,155,48.9237,21.6654,5.29,1365,1270
Čičmany,/wiki/%C4%8Ci%C4%8Dmany,Žilinský kraj,Žilina,Rajecká kotlina,655,48.955903,18.516728,25.61,123,1200
Čierna,/wiki/%C4%8Cierna_(okres_Trebi%C5%A1ov),Košický kraj,Trebišov,Zemplín,100,48.43,22.109444,4.24,458,1214
Čierna Lehota,/wiki/%C4%8Cierna_Lehota_(okres_B%C3%A1novce_nad_Bebravou),Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,390,48.866389,18.333333,15.21,118,1297
Čierna Lehota,/wiki/%C4%8Cierna_Lehota_(okres_Ro%C5%BE%C5%88ava),Košický kraj,Rožňava,Gemer,525,48.7228,20.2516,31.86,640,1389
Čierna nad Tisou,/wiki/%C4%8Cierna_nad_Tisou,Košický kraj,Trebišov,Zemplín,102,48.416667,22.096389,9.37,3619,1828
Čierna Voda,/wiki/%C4%8Cierna_Voda_(okres_Galanta),Trnavský kraj,Galanta,undefined,117,48.128611,17.654167,12.14,1407,1217
Čierne,/wiki/%C4%8Cierne,Žilinský kraj,Čadca,Kysuce,454,49.492222,18.8225,20.84,4453,1645
Čierne Kľačany,/wiki/%C4%8Cierne_K%C4%BEa%C4%8Dany,Nitriansky kraj,Zlaté Moravce,Tekov,195,48.352,18.4208,10.98,1174,1209
Čierne nad Topľou,/wiki/%C4%8Cierne_nad_Top%C4%BEou,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,147,48.9939,21.5676,8.34,727,1399
Čierne Pole,/wiki/%C4%8Cierne_Pole,Košický kraj,Michalovce,Zemplín,108,48.5788,22.0784,5.17,355,1422
Čierny Balog,/wiki/%C4%8Cierny_Balog,Banskobystrický kraj,Brezno,Horehronie,555,48.747222,19.656111,147.1,5090,1607
Čierny Brod,/wiki/%C4%8Cierny_Brod,Trnavský kraj,Galanta,undefined,118,48.15,17.659444,17.7,1645,1223
Čierny Potok,/wiki/%C4%8Cierny_Potok,Banskobystrický kraj,Rimavská Sobota,Gemer,215,48.2943,19.9394,5.91,130,1955
Čifáre,/wiki/%C4%8Cif%C3%A1re,Nitriansky kraj,Nitra,Tekov,170,48.2319,18.3917,15.34,591,1209
Čiližská Radvaň,/wiki/%C4%8Cili%C5%BEsk%C3%A1_Radva%C5%88,Trnavský kraj,Dunajská Streda,Podunajsko,110,47.833056,17.689722,21.41,1169,1252
Čimhová,/wiki/%C4%8Cimhov%C3%A1,Žilinský kraj,Tvrdošín,Orava,644,49.3624,19.691,6.39,679,1438
Čirč,/wiki/%C4%8Cir%C4%8D,Prešovský kraj,Stará Ľubovňa,Šariš,510,49.278333,20.925556,20.19,1321,1248
Čižatice,/wiki/%C4%8Ci%C5%BEatice,Košický kraj,Košice-okolie,Šariš,280,48.7968,21.3928,7.67,411,1299
Číčov,/wiki/%C4%8C%C3%AD%C4%8Dov,Nitriansky kraj,Komárno,Podunajsko,110,47.7715,17.7663,29.36,1244,1172
Číž,/wiki/%C4%8C%C3%AD%C5%BE_(okres_Rimavsk%C3%A1_Sobota),Banskobystrický kraj,Rimavská Sobota,Gemer,170,48.313,20.2795,6.14,682,1274
Čoltovo,/wiki/%C4%8Coltovo,Košický kraj,Rožňava,Gemer,199,48.4948,20.374,15.37,479,1291
Čremošné,/wiki/%C4%8Cremo%C5%A1n%C3%A9,Žilinský kraj,Turčianske Teplice,Turiec,649,48.847778,18.903333,16.17,82,1340
Čučma,/wiki/%C4%8Cu%C4%8Dma,Košický kraj,Rožňava,Gemer,447,48.6913,20.539,11.7,609,1300
Čukalovce,/wiki/%C4%8Cukalovce,Prešovský kraj,Snina,Zemplín,380,49.102778,22.17,9.03,160,1567
Dačov Lom,/wiki/Da%C4%8Dov_Lom,Banskobystrický kraj,Veľký Krtíš,Hont,605,48.3225,19.25,24.53,414,1333
Daletice,/wiki/Daletice,Prešovský kraj,Sabinov,undefined,670,49.0402,21.0623,2.49,97,1320
Danišovce,/wiki/Dani%C5%A1ovce,Košický kraj,Spišská Nová Ves,Spiš,470,48.9487,20.619,4.3,567,1287
Dargov,/wiki/Dargov_(okres_Trebi%C5%A1ov),Košický kraj,Trebišov,Zemplín,252,48.7314,21.5848,21.88,596,1458
Davidov,/wiki/Davidov,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,197,48.826111,21.632222,16.79,800,1361
Debraď,/wiki/Debra%C4%8F,Košický kraj,Košice-okolie,Abov,270,48.6536,20.9758,23.79,402,1255
Dedačov,/wiki/Deda%C4%8Dov,Prešovský kraj,Humenné,undefined,209,49.0337,21.9745,5.75,159,1543
Dedina Mládeže,/wiki/Dedina_Ml%C3%A1de%C5%BEe,Nitriansky kraj,Komárno,Podunajsko,110,47.9498,18.0058,12.78,448,1949
Dedinka,/wiki/Dedinka,Nitriansky kraj,Nové Zámky,Tekov,170,48.0647,18.4218,18.52,670,1227
Dedinky,/wiki/Dedinky,Košický kraj,Rožňava,Gemer,795,48.866667,20.383333,3.64,239,1380
Dechtice,/wiki/Dechtice,Trnavský kraj,Trnava,ZMO - Jaslovské Bohunice,186,48.545833,17.595,19.46,1837,1258
Dekýš,/wiki/Dek%C3%BD%C5%A1,Banskobystrický kraj,Banská Štiavnica,Hont,485,48.3968,18.8155,17.82,192,1270
Demandice,/wiki/Demandice,Nitriansky kraj,Levice,Hont,140,48.1265,18.7816,21.92,973,1291
Demänovská Dolina,/wiki/Dem%C3%A4novsk%C3%A1_Dolina,Žilinský kraj,Liptovský Mikuláš,Liptov,1,48.9716,19.5807,47.85,314,1964
Demjata,/wiki/Demjata,Prešovský kraj,Prešov,Prešovský,336,49.106467,21.314506,11.5,1092,1330
Detrík,/wiki/Detr%C3%ADk,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,345,49.0433,21.6216,9.53,57,1363
Detva,/wiki/Detva,Banskobystrický kraj,Detva,Podpoľanie,400,48.551389,19.418333,68.09,14545,1638
Detvianska Huta,/wiki/Detvianska_Huta,Banskobystrický kraj,Detva,Podpoľanie,820,48.5665,19.5915,14.31,677,1670
Devičany,/wiki/Devi%C4%8Dany,Nitriansky kraj,Levice,Hont,296,48.3236,18.7074,29.88,380,1075
Devičie,/wiki/Devi%C4%8Die,Banskobystrický kraj,Krupina,Hont,254,48.3084,19.0257,14.07,299,1256
Dežerice,/wiki/De%C5%BEerice,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,239,48.763333,18.213333,13.04,1018,1208
Diaková,/wiki/Diakov%C3%A1_(obec),Žilinský kraj,Martin,Turiec,440,49.0505586,18.9635275,2.42,457,1348
Diakovce,/wiki/Diakovce,Nitriansky kraj,Šaľa,Dolné Považie,115,48.134933,17.840422,26.28,2291,1002
Diviacka Nová Ves,/wiki/Diviacka_Nov%C3%A1_Ves_(okres_Prievidza),Trenčiansky kraj,Prievidza,Horná Nitra,266,48.748056,18.495,13.37,1801,1270
Diviaky nad Nitricou,/wiki/Diviaky_nad_Nitricou,Trenčiansky kraj,Prievidza,undefined,290,48.765,18.495,19.86,1743,1210
Divín,/wiki/Div%C3%ADn_(okres_Lu%C4%8Denec),Banskobystrický kraj,Lučenec,Novohrad,265,48.4505,19.5327,23.93,2073,1329
Divina,/wiki/Divina_(obec),Žilinský kraj,Žilina,Považie,355,49.271667,18.695556,21.88,2361,1325
Divinka,/wiki/Divinka,Žilinský kraj,Žilina,undefined,327,49.25,18.7,5.17,1030,1393
Dlhá,/wiki/Dlh%C3%A1_(okres_Trnava),Trnavský kraj,Trnava,ZMO - Jaslovské Bohunice,185,48.408333,17.425,11.81,444,1296
Dlhá nad Kysucou,/wiki/Dlh%C3%A1_nad_Kysucou,Žilinský kraj,Čadca,ZMO Kysúc,520,49.3897,18.6411,12.26,612,1954
Dlhá nad Oravou,/wiki/Dlh%C3%A1_nad_Oravou,Žilinský kraj,Dolný Kubín,Orava,527,49.2663,19.4469,24.31,1438,1420
Dlhá nad Váhom,/wiki/Dlh%C3%A1_nad_V%C3%A1hom,Nitriansky kraj,Šaľa,Dolné Považie,115,48.172097,17.860164,9.07,901,1113
Dlhá Ves,/wiki/Dlh%C3%A1_Ves,Košický kraj,Rožňava,Gemer,332,48.494,20.4382,10.75,534,1332
Dlhé Klčovo,/wiki/Dlh%C3%A9_Kl%C4%8Dovo,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,114,48.8112,21.7385,10.34,1393,1270
Dlhé nad Cirochou,/wiki/Dlh%C3%A9_nad_Cirochou,Prešovský kraj,Snina,Zemplín,183,48.960278,22.061944,26.3,1921,1333
Dlhé Pole,/wiki/Dlh%C3%A9_Pole,Žilinský kraj,Žilina,Horné Považie,392,49.308333,18.631944,41.03,1898,1320
Dlhé Stráže,/wiki/Dlh%C3%A9_Str%C3%A1%C5%BEe,Prešovský kraj,Levoča,Spiš,613,49.0259,20.5212,3.37,596,1278
Dlhoňa,/wiki/Dlho%C5%88a,Prešovský kraj,Svidník,Šariš,403,49.4,21.566667,8.85,92,1618
Dlžín,/wiki/Dl%C5%BE%C3%ADn,Trenčiansky kraj,Prievidza,undefined,406,48.816667,18.516667,6.65,146,1272
Dobrá,/wiki/Dobr%C3%A1_(okres_Trebi%C5%A1ov),Košický kraj,Trebišov,Zemplín,112,48.412222,22.027778,8.32,491,1320
Dobrá Niva,/wiki/Dobr%C3%A1_Niva_(obec),Banskobystrický kraj,Zvolen,Podpoľanie,357,48.4715,19.1024,52.51,1902,1254
Dobrá Voda,/wiki/Dobr%C3%A1_Voda_(okres_Trnava),Trnavský kraj,Trnava,ZMO - Jaslovské Bohunice,248,48.5972222,17.5388889,32.98,790,1392
Dobroč,/wiki/Dobro%C4%8D,Banskobystrický kraj,Lučenec,Novohrad,272,48.466667,19.566667,18.87,607,1393
Dobrohošť,/wiki/Dobroho%C5%A1%C5%A5_(okres_Dunajsk%C3%A1_Streda),Trnavský kraj,Dunajská Streda,undefined,122,47.982222,17.360833,4.7,515,1238
Dobroslava,/wiki/Dobroslava_(obec),Prešovský kraj,Svidník,Šariš,414,49.3641667,21.6158333,5.58,47,1600
Dobšiná,/wiki/Dob%C5%A1in%C3%A1,Košický kraj,Rožňava,Gemer,459,48.820556,20.365833,82.73,5685,1326
Dohňany,/wiki/Doh%C5%88any,Trenčiansky kraj,Púchov,"Horné Považie
Mikroregión: Púchovská dolina",289,49.146944,18.288056,28.75,1868,1471
Dojč,/wiki/Doj%C4%8D,Trnavský kraj,Senica,Záhorie,182,48.676944,17.258889,20.37,1270,1392
Dolinka,/wiki/Dolinka_(okres_Ve%C4%BEk%C3%BD_Krt%C3%AD%C5%A1),Banskobystrický kraj,Veľký Krtíš,Novohrad,186,48.1,19.166667,7.3,493,1260
Dolná Breznica,/wiki/Doln%C3%A1_Breznica,Trenčiansky kraj,Púchov,undefined,296,49.0809,18.2617,8.36,998,1388
Dolná Krupá,/wiki/Doln%C3%A1_Krup%C3%A1,Trnavský kraj,Trnava,Považie,192,48.483333,17.55,24.63,2383,1113
Dolná Lehota,/wiki/Doln%C3%A1_Lehota_(okres_Brezno),Banskobystrický kraj,Brezno,Horehronie,480,48.8349,19.5058,55.44,721,1358
