name,link,region,district,region_historical,elevation,coordinate_x,coordinate_y,area,population,first_mentioned
Ľubeľa,/wiki/%C4%BDube%C4%BEa,Žilinský kraj,Liptovský Mikuláš,Liptov,617,49.0529,19.4795,17.46,1142,1278
Ľubica,/wiki/%C4%BDubica_(okres_Ke%C5%BEmarok),Prešovský kraj,Kežmarok,Spiš,629,49.1206,20.4483,76.53,4585,1271
Ľubietová,/wiki/%C4%BDubietov%C3%A1,Banskobystrický kraj,Banská Bystrica,Horehronie,450,48.7465,19.3628,61.04,1219,1241
Ľubiša,/wiki/%C4%BDubi%C5%A1a,Prešovský kraj,Humenné,Zemplín,174,49.007778,21.950556,10.02,816,1410
Ľubochňa,/wiki/%C4%BDuboch%C5%88a,Žilinský kraj,Ružomberok,Liptov,460,49.1196875,19.1668225,113.68,1053,1625
Ľuboreč,/wiki/%C4%BDubore%C4%8D_(obec),Banskobystrický kraj,Lučenec,Novohrad,252,48.31,19.5167,31.67,350,1271
Ľuboriečka,/wiki/%C4%BDuborie%C4%8Dka,Banskobystrický kraj,Veľký Krtíš,Novohrad,230,48.2613,19.5258,11.68,152,1335
Ľubotice,/wiki/%C4%BDubotice,Prešovský kraj,Prešov,Šariš,286,49.0116,21.2739,8.32,3602,1298
Ľubotín,/wiki/%C4%BDubot%C3%ADn,Prešovský kraj,Stará Ľubovňa,undefined,492,49.261667,20.877222,10.84,1355,1330
Ľubovec,/wiki/%C4%BDubovec,Prešovský kraj,Prešov,undefined,320,48.913,21.1744,15.48,515,1337
Ľudovítová,/wiki/%C4%BDudov%C3%ADtov%C3%A1,Nitriansky kraj,Nitra,undefined,150,48.397222,18.077778,1.88,240,1389
Ľutina,/wiki/%C4%BDutina,Prešovský kraj,Sabinov,undefined,429,49.1673,21.0476,6.91,499,1330
Ľutov,/wiki/%C4%BDutov,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,248,48.774722,18.279722,8.58,173,1389
Macov,/wiki/Macov,Trnavský kraj,Dunajská Streda,undefined,123,48.020833,17.427778,2.72,407,1367
Mad,/wiki/Mad,Trnavský kraj,Dunajská Streda,Podunajsko,114,47.954167,17.658333,7.71,572,1254
Madunice,/wiki/Madunice,Trnavský kraj,Hlohovec,Dolné Považie,148,48.4768,17.7799,12,2271,1113
Magnezitovce,/wiki/Magnezitovce,Banskobystrický kraj,Revúca,Gemer,346,48.6684,20.2254,15.18,454,1427
Machulince,/wiki/Machulince,Nitriansky kraj,Zlaté Moravce,Tekov,230,48.412778,18.433889,9.42,1108,1275
Majcichov,/wiki/Majcichov,Trnavský kraj,Trnava,undefined,149,48.283333,17.633333,18.2,2158,1266
Majere,/wiki/Majere_(okres_Ke%C5%BEmarok),Prešovský kraj,Kežmarok,undefined,466,49.3965,20.3768,1.33,121,1431
Majerovce,/wiki/Majerovce,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,135,48.892,21.7146,3.54,445,1363
Makov,/wiki/Makov_(okres_%C4%8Cadca),Žilinský kraj,Čadca,Kysuce,583,49.370556,18.479722,46.05,1727,1720
Makovce,/wiki/Makovce,Prešovský kraj,Stropkov,undefined,255,49.2581,21.7527,4.57,155,1408
Malá Čalomija,/wiki/Mal%C3%A1_%C4%8Calomija,Banskobystrický kraj,Veľký Krtíš,Hont,151,48.0851,19.2302,6.41,203,1342
Malá Čausa,/wiki/Mal%C3%A1_%C4%8Causa,Trenčiansky kraj,Prievidza,Horná Nitra,340,48.799444,18.700833,15.35,707,1430
Malá Čierna,/wiki/Mal%C3%A1_%C4%8Cierna,Žilinský kraj,Žilina,Rajecká kotlina,530,49.102778,18.596944,4.26,345,1471
Malá Domaša,/wiki/Mal%C3%A1_Doma%C5%A1a,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,140,48.9691,21.7105,5.66,595,1317
Malá Franková,/wiki/Mal%C3%A1_Frankov%C3%A1,Prešovský kraj,Kežmarok,Zamagurie,760,49.314,20.3044,10.81,184,1611
Malá Hradná,/wiki/Mal%C3%A1_Hradn%C3%A1,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,290,48.756667,18.166111,7.91,394,1092
Malá Ida,/wiki/Mal%C3%A1_Ida,Košický kraj,Košice-okolie,Abov,306,48.683333,21.166667,10.19,1741,1247
Malá Lehota,/wiki/Mal%C3%A1_Lehota,Banskobystrický kraj,Žarnovica,Tekov,596,48.499,18.5689,22.84,831,1388
Malá Lodina,/wiki/Mal%C3%A1_Lodina,Košický kraj,Košice-okolie,Šariš,315,48.8771,21.1338,38.34,190,1386
Malá Mača,/wiki/Mal%C3%A1_Ma%C4%8Da,Trnavský kraj,Galanta,undefined,121,48.2225,17.64,7.97,590,undefined
Malá nad Hronom,/wiki/Mal%C3%A1_nad_Hronom,Nitriansky kraj,Nové Zámky,undefined,118,47.855,18.677778,7.72,392,1523
Malá Poľana,/wiki/Mal%C3%A1_Po%C4%BEana,Prešovský kraj,Stropkov,undefined,327,49.2811,21.8251,10.95,116,1567
Malá Tŕňa,/wiki/Mal%C3%A1_T%C5%95%C5%88a,Košický kraj,Trebišov,Zemplín,167,48.455164,21.682042,9.81,371,1392
Malacky,/wiki/Malacky,Bratislavský kraj,Malacky,Záhorie,159,48.435833,17.017778,27.17,17467,1206
Malachov,/wiki/Malachov,Banskobystrický kraj,Banská Bystrica,Horehronie,505,48.71,19.09,6.27,1106,1327
Málaš,/wiki/M%C3%A1la%C5%A1,Nitriansky kraj,Levice,Tekov,158,48.0504,18.5248,15.98,471,1156
Malatiná,/wiki/Malatin%C3%A1,Žilinský kraj,Dolný Kubín,Orava,803,49.1867,19.4313,19.14,824,1313
Malatíny,/wiki/Malat%C3%ADny,Žilinský kraj,Liptovský Mikuláš,Liptov,553,49.0588,19.4544,4.18,237,1270
Malcov,/wiki/Malcov,Prešovský kraj,Bardejov,Horný Šariš,410,49.308333,21.071667,18.88,1622,1338
Malčice,/wiki/Mal%C4%8Dice,Košický kraj,Michalovce,Zemplín,120,48.5765,21.853,22.66,1524,1213
Malé Borové,/wiki/Mal%C3%A9_Borov%C3%A9,Žilinský kraj,Liptovský Mikuláš,Liptov,904,49.2273,19.5328,5.83,117,1550
Malé Dvorníky,/wiki/Mal%C3%A9_Dvorn%C3%ADky,Trnavský kraj,Dunajská Streda,Podunajsko,115,48.011111,17.643056,6.89,1156,1336
Malé Chyndice,/wiki/Mal%C3%A9_Chyndice,Nitriansky kraj,Nitra,undefined,188,48.303881,18.280056,7.89,390,1264
Malé Hoste,/wiki/Mal%C3%A9_Hoste,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,276,48.697222,18.1375,6.81,393,1329
Malé Kosihy,/wiki/Mal%C3%A9_Kosihy,Nitriansky kraj,Nové Zámky,undefined,110,47.923333,18.75,8.43,400,1254
Malé Kozmálovce,/wiki/Mal%C3%A9_Kozm%C3%A1lovce,Nitriansky kraj,Levice,Tekov,175,48.2723,18.5118,9.22,320,1332
Malé Kršteňany,/wiki/Mal%C3%A9_Kr%C5%A1te%C5%88any,Trenčiansky kraj,Partizánske,Stredné Ponitrie,207,48.6388,18.4255,6.29,542,1255
Malé Lednice,/wiki/Mal%C3%A9_Lednice,Trenčiansky kraj,Považská Bystrica,Horné Považie,430,49.068611,18.572222,15.11,500,1339
Malé Leváre,/wiki/Mal%C3%A9_Lev%C3%A1re,Bratislavský kraj,Malacky,Záhorie,153,48.50215,16.970397,21.41,1365,1377
Malé Ludince,/wiki/Mal%C3%A9_Ludince,Nitriansky kraj,Levice,Hont,132,47.9862,18.6968,6.8,166,1293
Malé Ozorovce,/wiki/Mal%C3%A9_Ozorovce,Košický kraj,Trebišov,Zemplín,197,48.680665,21.611424,17.08,524,1332
Malé Raškovce,/wiki/Mal%C3%A9_Ra%C5%A1kovce,Košický kraj,Michalovce,Zemplín,102,48.5786,21.9177,8.75,231,1478
Malé Ripňany,/wiki/Mal%C3%A9_Rip%C5%88any,Nitriansky kraj,Topoľčany,undefined,174,48.4783,17.9826,8.52,557,1390
Malé Straciny,/wiki/Mal%C3%A9_Straciny,Banskobystrický kraj,Veľký Krtíš,Novohrad,200,48.2082,19.4153,6.84,146,1236
Malé Trakany,/wiki/Mal%C3%A9_Trakany,Košický kraj,Trebišov,Zemplín,105,48.401,22.1014,11.02,1034,1332
Malé Uherce,/wiki/Mal%C3%A9_Uherce,Trenčiansky kraj,Partizánske,Stredné Ponitrie,211,48.6213,18.4027,5.97,770,1274
Malé Vozokany,/wiki/Mal%C3%A9_Vozokany,Nitriansky kraj,Zlaté Moravce,Tekov,176,48.3095,18.3978,5.86,315,1295
Malé Zálužie,/wiki/Mal%C3%A9_Z%C3%A1lu%C5%BEie,Nitriansky kraj,Nitra,Podzoborský,159,48.436,17.9863,5.91,263,1397
Malé Zlievce,/wiki/Mal%C3%A9_Zlievce,Banskobystrický kraj,Veľký Krtíš,Novohrad,166,48.1803,19.4473,9.05,292,1244
Málinec,/wiki/M%C3%A1linec,Banskobystrický kraj,Poltár,Novohrad,298,48.5,19.666667,50,1504,1544
Malinová,/wiki/Malinov%C3%A1_(okres_Prievidza),Trenčiansky kraj,Prievidza,Horná Nitra,342,48.8537,18.6168,13.09,971,1339
Malinovo,/wiki/Malinovo,Bratislavský kraj,Senec,Podunajsko,128,48.1577,17.299,8.7,3569,1209
Malužiná,/wiki/Malu%C5%BEin%C3%A1,Žilinský kraj,Liptovský Mikuláš,Liptov,733,48.979722,19.770556,39.48,230,1750
Malý Cetín,/wiki/Mal%C3%BD_Cet%C3%ADn,Nitriansky kraj,Nitra,undefined,131,48.236865,18.176209,5.16,438,1113
Malý Čepčín,/wiki/Mal%C3%BD_%C4%8Cep%C4%8D%C3%ADn,Žilinský kraj,Turčianske Teplice,Turiec,465,48.9028,18.8402,3.09,548,1254
Malý Horeš,/wiki/Mal%C3%BD_Hore%C5%A1,Košický kraj,Trebišov,Zemplín,99,48.3958,21.9524,19.21,1098,1214
Malý Kamenec,/wiki/Mal%C3%BD_Kamenec,Košický kraj,Trebišov,Zemplín,98,48.3518,21.7896,5.64,426,1358
Malý Krtíš,/wiki/Mal%C3%BD_Krt%C3%AD%C5%A1,Banskobystrický kraj,Veľký Krtíš,Novohrad,180,48.1897,19.3536,5.4,518,1482
Malý Lapáš,/wiki/Mal%C3%BD_Lap%C3%A1%C5%A1,Nitriansky kraj,Nitra,undefined,176,48.3013,18.181,3.22,1074,1394
Malý Lipník,/wiki/Mal%C3%BD_Lipn%C3%ADk_(obec),Prešovský kraj,Stará Ľubovňa,Tatranský,450,49.328,20.7902,13.77,462,1600
Malý Slavkov,/wiki/Mal%C3%BD_Slavkov,Prešovský kraj,Kežmarok,Spiš,666,49.1362,20.389,4.99,1103,1275
Malý Slivník,/wiki/Mal%C3%BD_Slivn%C3%ADk,Prešovský kraj,Prešov,undefined,385,49.1183,21.259,2.61,997,1248
Malý Šariš,/wiki/Mal%C3%BD_%C5%A0ari%C5%A1,Prešovský kraj,Prešov,Šariš,295,49.0076,21.1787,8.64,1754,1248
Malženice,/wiki/Mal%C5%BEenice,Trnavský kraj,Trnava,undefined,163,48.45,17.675,14.85,1540,1113
Mankovce,/wiki/Mankovce,Nitriansky kraj,Zlaté Moravce,Tekov,230,48.4261,18.3261,4.24,531,1345
Maňa,/wiki/Ma%C5%88a,Nitriansky kraj,Nové Zámky,undefined,133,48.15,18.283333,21.59,2025,1237
Marcelová,/wiki/Marcelov%C3%A1,Nitriansky kraj,Komárno,Podunajsko,112,47.7901,18.2899,35.75,3714,1353
Margecany,/wiki/Margecany,Košický kraj,Gelnica,Spiš,330,48.8915,21.0125,17.63,1896,1235
Marhaň,/wiki/Marha%C5%88,Prešovský kraj,Bardejov,Horný Šariš,195,49.1689,21.4497,10.4,964,1277
Marianka,/wiki/Marianka,Bratislavský kraj,Malacky,Záhorie,220,48.248056,17.06,3.22,2196,1367
Markovce,/wiki/Markovce,Košický kraj,Michalovce,Zemplín,101,48.5933,21.8465,8.02,1030,1281
Markuška,/wiki/Marku%C5%A1ka,Košický kraj,Rožňava,Gemer,381,48.72991,20.32411,6.81,155,1311
Markušovce,/wiki/Marku%C5%A1ovce,Košický kraj,Spišská Nová Ves,Spiš,435,48.9158,20.6233,18.51,4606,1289
Maršová-Rašov,/wiki/Mar%C5%A1ov%C3%A1-Ra%C5%A1ov,Žilinský kraj,Bytča,Horné Považie,310,49.1807,18.5138,9.61,989,1400
Martin,/wiki/Martin_(mesto_na_Slovensku),Žilinský kraj,Martin,Turiec,400,49.066733,18.92245,67.74,54168,1264
Martin nad Žitavou,/wiki/Martin_nad_%C5%BDitavou,Nitriansky kraj,Zlaté Moravce,Tekov,196,48.3972,18.355,4.33,535,1272
Martinček,/wiki/Martin%C4%8Dek_(okres_Ru%C5%BEomberok),Žilinský kraj,Ružomberok,Liptov,598,49.0918,19.3362,2.48,450,1260
Martinová,/wiki/Martinov%C3%A1_(okres_Rimavsk%C3%A1_Sobota),Banskobystrický kraj,Rimavská Sobota,Gemer,180,48.2991,20.1709,3.78,203,1427
Martovce,/wiki/Martovce,Nitriansky kraj,Komárno,Podunajsko,112,47.8567,18.1281,19.96,679,1438
Mašková,/wiki/Ma%C5%A1kov%C3%A1_(obec),Banskobystrický kraj,Lučenec,Novohrad,209,48.3336,19.5636,9.13,330,1332
Maškovce,/wiki/Ma%C5%A1kovce,Prešovský kraj,Humenné,Zemplín,253,49.013889,21.995556,6.99,52,1574
Matejovce nad Hornádom,/wiki/Matejovce_nad_Horn%C3%A1dom,Košický kraj,Spišská Nová Ves,Spiš,425,48.9166,20.6704,3.62,530,1320
Matiaška,/wiki/Matia%C5%A1ka,Prešovský kraj,Vranov nad Topľou,Šariš,220,49.0619,21.5819,12.29,280,1363
Matiašovce,/wiki/Matia%C5%A1ovce,Prešovský kraj,Kežmarok,Zamagurie,556,49.3538,20.3623,17.5,821,1326
Matovce,/wiki/Matovce,Prešovský kraj,Svidník,undefined,196,49.1392,21.5453,3.99,126,1423
Matúškovo,/wiki/Mat%C3%BA%C5%A1kovo,Trnavský kraj,Galanta,undefined,118,48.163066,17.746175,11.95,2256,1138
Matysová,/wiki/Matysov%C3%A1,Prešovský kraj,Stará Ľubovňa,Zamagurie,600,49.3193,20.7516,10.43,68,1408
Maťovské Vojkovce,/wiki/Ma%C5%A5ovsk%C3%A9_Vojkovce,Košický kraj,Michalovce,Zemplín,106,48.5741,22.1278,12.29,636,1302
Medovarce,/wiki/Medovarce,Banskobystrický kraj,Krupina,Hont,180,48.2326,19.001,13.24,221,1156
Medvedie,/wiki/Medvedie,Prešovský kraj,Svidník,undefined,365,49.3991,21.6402,5.05,46,1572
Medveďov,/wiki/Medve%C4%8Fov,Trnavský kraj,Dunajská Streda,Podunajsko,112,47.798333,17.664167,10.39,539,1252
Medzany,/wiki/Medzany,Prešovský kraj,Prešov,undefined,320,49.0446,21.1513,7.07,936,1230
Medzev,/wiki/Medzev,Košický kraj,Košice-okolie,Abov,318,48.7,20.891667,31.86,4482,1359
Medzianky,/wiki/Medzianky,Prešovský kraj,Vranov nad Topľou,Šariš,240,49.033056,21.466667,4.93,287,1212
Medzibrod,/wiki/Medzibrod,Banskobystrický kraj,Banská Bystrica,Horehronie,419,48.794444,19.358056,17.08,1383,1455
Medzibrodie nad Oravou,/wiki/Medzibrodie_nad_Oravou,Žilinský kraj,Dolný Kubín,Orava,514,49.2339,19.3436,6.58,559,1408
Medzilaborce,/wiki/Medzilaborce,Prešovský kraj,Medzilaborce,Zemplín,326,49.270833,21.903889,47.48,6531,1543
Melčice-Lieskové,/wiki/Mel%C4%8Dice-Lieskov%C3%A9,Trenčiansky kraj,Trenčín,undefined,202,48.8452,17.9177,21.58,1612,1398
Melek,/wiki/Melek,Nitriansky kraj,Nitra,undefined,165,48.2025,18.327,6.2,482,1337
Meliata,/wiki/Meliata,Košický kraj,Rožňava,Gemer,201,48.515,20.33,14.49,197,1243
Mengusovce,/wiki/Mengusovce,Prešovský kraj,Poprad,Spiš (región),825,49.0744444,20.1388889,8.94,718,1398
Merašice,/wiki/Mera%C5%A1ice,Trnavský kraj,Hlohovec,Dolné Považie,189,48.461944,17.9475,4.94,441,1390
Merník,/wiki/Mern%C3%ADk,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,165,48.946961,21.642833,11.59,609,1363
Mestečko,/wiki/Meste%C4%8Dko_(okres_P%C3%BAchov),Trenčiansky kraj,Púchov,undefined,321,49.176,18.2588,5.42,531,1471
Mestisko,/wiki/Mestisko,Prešovský kraj,Svidník,Šariš,242,49.263611,21.5825,11.06,461,1414
Mičakovce,/wiki/Mi%C4%8Dakovce,Prešovský kraj,Svidník,šarišský,179,49.0919,21.5201,4.71,136,1390
Mierovo,/wiki/Mierovo,Trnavský kraj,Dunajská Streda,undefined,124,48.068889,17.3875,6.19,447,1260
Miezgovce,/wiki/Miezgovce,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,240,48.720556,18.314167,8.75,280,1389
Michajlov,/wiki/Michajlov,Prešovský kraj,Snina,Zemplín,250,48.91,22.347222,4.67,86,1557
Michal na Ostrove,/wiki/Michal_na_Ostrove,Trnavský kraj,Dunajská Streda,Podunajsko,118,48.023889,17.511944,10.65,1009,1337
Michal nad Žitavou,/wiki/Michal_nad_%C5%BDitavou,Nitriansky kraj,Nové Zámky,undefined,135,48.183333,18.283333,8.19,662,1158
Michalková,/wiki/Michalkov%C3%A1,Banskobystrický kraj,Zvolen,Podpoľanie,700,48.5092,19.1578,5.42,31,1786
Michalok,/wiki/Michalok,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,256,48.9908,21.6326,12.32,283,1363
Michalová,/wiki/Michalov%C3%A1,Banskobystrický kraj,Brezno,Horehronie,590,48.7625,19.7797,14.33,1358,1786
Michalovce,/wiki/Michalovce,Košický kraj,Michalovce,Zemplín,114,48.749167,21.901389,52.81,38776,1244
Michaľany,/wiki/Micha%C4%BEany,Košický kraj,Trebišov,Zemplín,192,48.5138,21.6213,8.15,1905,1273
Miklušovce,/wiki/Miklu%C5%A1ovce,Prešovský kraj,Prešov,undefined,481,48.9168,21.0816,7.22,301,1330
Miková,/wiki/Mikov%C3%A1,Prešovský kraj,Stropkov,Šariš,415,49.3,21.833333,12.72,131,1430
Mikulášová,/wiki/Mikul%C3%A1%C5%A1ov%C3%A1,Prešovský kraj,Bardejov,undefined,350,49.3838,21.3903,8,126,1414
Mikušovce,/wiki/Miku%C5%A1ovce_(okres_Ilava),Trenčiansky kraj,Ilava,Biele Karpaty,308,49.0632036,18.2073986,8.5,1009,1259
Mikušovce,/wiki/Miku%C5%A1ovce_(okres_Lu%C4%8Denec),Banskobystrický kraj,Lučenec,Novohrad,186,48.300606,19.683894,4.99,277,1370
Milhosť,/wiki/Milhos%C5%A5,Košický kraj,Košice-okolie,Abov,166,48.533333,21.266667,7.84,397,1220
Miloslavov,/wiki/Miloslavov,Bratislavský kraj,Senec,Podunajsko,127,48.1,17.3,10.19,3469,1244
Milpoš,/wiki/Milpo%C5%A1,Prešovský kraj,Sabinov,Šariš,510,49.1808,21.0037,11.08,668,1950
Miňovce,/wiki/Mi%C5%88ovce,Prešovský kraj,Stropkov,undefined,168,49.1349,21.6513,6,338,1430
Mirkovce,/wiki/Mirkovce,Prešovský kraj,Prešov,Šariš,320,48.8884,21.3263,9.55,1366,1320
Miroľa,/wiki/Miro%C4%BEa,Prešovský kraj,Svidník,Šariš,382,49.3293,21.732,6.11,54,1572
Mládzovo,/wiki/Ml%C3%A1dzovo,Banskobystrický kraj,Poltár,Novohrad,235,48.437494,19.704933,7.98,94,1436
Mlynárovce,/wiki/Mlyn%C3%A1rovce,Prešovský kraj,Svidník,Šariš,296,49.2516,21.5302,11.22,227,1414
Mlynčeky,/wiki/Mlyn%C4%8Deky,Prešovský kraj,Kežmarok,Spiš,687,49.1688,20.3848,7.68,688,1896
Mlynica,/wiki/Mlynica_(obec),Prešovský kraj,Poprad,Spiš,688,49.1008,20.3125,7.78,607,1268
Mlynky,/wiki/Mlynky_(okres_Spi%C5%A1sk%C3%A1_Nov%C3%A1_Ves),Košický kraj,Spišská Nová Ves,Spiš,739,48.8526,20.4306,25.05,531,1960
Mníchova Lehota,/wiki/Mn%C3%ADchova_Lehota,Trenčiansky kraj,Trenčín,undefined,255,48.834,18.0619,16.62,1226,1269
Mníšek nad Hnilcom,/wiki/Mn%C3%AD%C5%A1ek_nad_Hnilcom,Košický kraj,Gelnica,Spiš,431,48.8042,20.8047,39.44,1801,1233
Mníšek nad Popradom,/wiki/Mn%C3%AD%C5%A1ek_nad_Popradom,Prešovský kraj,Stará Ľubovňa,Tatranský,350,49.4146,20.7169,17.79,628,1323
Moča,/wiki/Mo%C4%8Da,Nitriansky kraj,Komárno,Podunajsko,110,47.76,18.405833,17.87,1122,1208
Močenok,/wiki/Mo%C4%8Denok,Nitriansky kraj,Šaľa,undefined,130,48.230819,17.930803,46.39,4281,1113
Močiar,/wiki/Mo%C4%8Diar_(okres_Bansk%C3%A1_%C5%A0tiavnica),Banskobystrický kraj,Banská Štiavnica,Hont,620,48.5414,18.9454,20.92,160,1305
Modra,/wiki/Modra,Bratislavský kraj,Pezinok,Malokarpatský región,175,48.331667,17.308889,49.62,9046,1158
Modra nad Cirochou,/wiki/Modra_nad_Cirochou,Prešovský kraj,Humenné,Zemplín,207,48.9417,22.0456,7.3,995,1333
Modrany,/wiki/Modrany,Nitriansky kraj,Komárno,Podunajsko,274,47.833333,18.35,27.07,1340,1205
Modrová,/wiki/Modrov%C3%A1,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,204,48.640194,17.899083,11.67,488,1157
Modrovka,/wiki/Modrovka,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,173,48.648611,17.881944,3.16,194,1348
Modrý Kameň,/wiki/Modr%C3%BD_Kame%C5%88,Banskobystrický kraj,Veľký Krtíš,Novohrad,240,48.240833,19.333056,19.64,1624,1290
Mojmírovce,/wiki/Mojm%C3%ADrovce,Nitriansky kraj,Nitra,Ponitrie,140,48.206944,18.063889,19.86,2914,1156
Mojš,/wiki/Moj%C5%A1,Žilinský kraj,Žilina,Horné Považie,345,49.199444,18.820833,2.59,1234,1270
Mojtín,/wiki/Mojt%C3%ADn,Trenčiansky kraj,Púchov,Stredné Považie,636,48.9848,18.4059,10.84,420,1364
Mojzesovo,/wiki/Mojzesovo,Nitriansky kraj,Nové Zámky,Šuriansky,130,48.116667,18.233333,7.49,1337,1273
Mokrá Lúka,/wiki/Mokr%C3%A1_L%C3%BAka,Banskobystrický kraj,Revúca,Gemer,295,48.6736,20.1491,15.21,536,1427
Mokrance,/wiki/Mokrance,Košický kraj,Košice-okolie,Abov,212,48.5975,21.0203,23.41,1358,1317
Mokroluh,/wiki/Mokroluh,Prešovský kraj,Bardejov,Horný Šariš,324,49.308,21.2147,7.95,772,1277
Mokrý Háj,/wiki/Mokr%C3%BD_H%C3%A1j,Trnavský kraj,Skalica,Záhorie,246,48.8118,17.2454,6.87,722,1569
Moldava nad Bodvou,/wiki/Moldava_nad_Bodvou,Košický kraj,Košice-okolie,Abov,216,48.606389,21.000278,19.77,11307,1255
Moravany,/wiki/Moravany_(okres_Michalovce),Košický kraj,Michalovce,Zemplín,110,48.7389,21.7859,16.67,1048,1260
Moravany nad Váhom,/wiki/Moravany_nad_V%C3%A1hom,Trnavský kraj,Piešťany,Považie,175,48.602778,17.863889,10.79,2461,1348
Moravské Lieskové,/wiki/Moravsk%C3%A9_Lieskov%C3%A9,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,301,48.827244,17.801219,36.42,2562,1398
Moravský Svätý Ján,/wiki/Moravsk%C3%BD_Sv%C3%A4t%C3%BD_J%C3%A1n,Trnavský kraj,Senica,Záhorie,152,48.583333,16.994444,39.22,2161,1449
Most pri Bratislave,/wiki/Most_pri_Bratislave,Bratislavský kraj,Senec,Žitný Ostrov,128,48.142222,17.271944,19.01,3716,1283
Mostová,/wiki/Mostov%C3%A1_(obec),Trnavský kraj,Galanta,undefined,117,48.142222,17.676944,25.16,1587,1245
Moškovec,/wiki/Mo%C5%A1kovec,Žilinský kraj,Turčianske Teplice,Turiec,448,48.9433,18.8292,2.1,65,1258
Mošovce,/wiki/Mo%C5%A1ovce,Žilinský kraj,Turčianske Teplice,Turiec,495,48.9095,18.8876,58.09,1340,1233
Moštenica,/wiki/Mo%C5%A1tenica,Banskobystrický kraj,Banská Bystrica,Horehronie,479,48.8072,19.2923,13.42,235,1340
Mošurov,/wiki/Mo%C5%A1urov,Prešovský kraj,Prešov,undefined,365,49.1202,21.2491,5.44,180,1383
Motešice,/wiki/Mote%C5%A1ice,Trenčiansky kraj,Trenčín,undefined,257,48.8425,18.183,17.39,793,1208
Motyčky,/wiki/Moty%C4%8Dky,Banskobystrický kraj,Banská Bystrica,Horehronie,678,48.8604,19.1701,13.08,108,1754
Môlča,/wiki/M%C3%B4l%C4%8Da,Banskobystrický kraj,Banská Bystrica,Podpoľanie,478,48.7188,19.2313,9.39,371,1424
Mrázovce,/wiki/Mr%C3%A1zovce,Prešovský kraj,Stropkov,Šariš,220,49.116667,21.666667,4.65,82,false
Mučín,/wiki/Mu%C4%8D%C3%ADn,Banskobystrický kraj,Lučenec,Novohrad,189,48.2451,19.6996,11.74,788,1246
Mudroňovo,/wiki/Mudro%C5%88ovo,Nitriansky kraj,Komárno,Podunajsko,159,47.8326,18.32,4.01,128,1921
Mudrovce,/wiki/Mudrovce,Košický kraj,Košice-okolie,Šariš,428,48.8279,21.4505,5.89,68,1406
Muľa,/wiki/Mu%C4%BEa,Banskobystrický kraj,Veľký Krtíš,Novohrad,219,48.1939,19.5267,12.28,360,1321
Muráň,/wiki/Mur%C3%A1%C5%88_(obec),Banskobystrický kraj,Revúca,Gemer,393,48.740728,20.046192,103.15,1230,1321
Muránska Dlhá Lúka,/wiki/Mur%C3%A1nska_Dlh%C3%A1_L%C3%BAka,Banskobystrický kraj,Revúca,Gemer,343,48.7177,20.0812,18.65,901,1357
Muránska Huta,/wiki/Mur%C3%A1nska_Huta,Banskobystrický kraj,Revúca,Gemer,703,48.7773,20.1128,8.46,188,1691
Muránska Lehota,/wiki/Mur%C3%A1nska_Lehota,Banskobystrický kraj,Revúca,Gemer,388,48.729178,20.055367,7.86,195,1453
Muránska Zdychava,/wiki/Mur%C3%A1nska_Zdychava,Banskobystrický kraj,Revúca,Gemer,520,48.7377,20.1398,28.58,239,1427
Mútne,/wiki/M%C3%BAtne,Žilinský kraj,Námestovo,Biela Orava,836,49.463333,19.315833,64.45,3068,1647
Mužla,/wiki/Mu%C5%BEla,Nitriansky kraj,Nové Zámky,undefined,112,47.8,18.6,51.96,1830,1156
Myjava,/wiki/Myjava_(mesto),Trenčiansky kraj,Myjava,Kopanice,325,48.749167,17.564444,48.54,11514,1262
Myslina,/wiki/Myslina_(okres_Humenn%C3%A9),Prešovský kraj,Humenné,Horný Zemplín,160,48.9453,21.8525,9.54,572,1307
Mýtna,/wiki/M%C3%BDtna_(okres_Lu%C4%8Denec),Banskobystrický kraj,Lučenec,Novohrad,270,48.466667,19.55,20.28,1198,1393
Mýtne Ludany,/wiki/M%C3%BDtne_Ludany,Nitriansky kraj,Levice,Tekov,152,48.1641,18.6628,17.65,950,1075
Mýto pod Ďumbierom,/wiki/M%C3%BDto_pod_%C4%8Eumbierom,Banskobystrický kraj,Brezno,Horehronie,630,48.8524,19.6323,10.39,528,1260
Nacina Ves,/wiki/Nacina_Ves,Košický kraj,Michalovce,Zemplín,128,48.820556,21.853611,15.8,1809,1254
Nadlice,/wiki/Nadlice,Trenčiansky kraj,Partizánske,Horná Nitra,182,48.6201,18.2518,5.53,599,1113
